POZO,DEPTH,Unidad,X,Y,CALI,Core_GrnDn,Core_Kmax,Core_Por,Core_k_vert,GR,GR_Core,KLogs2,KTim,PEF,PHID,PHIE,PHIE1,PHIN,ResD,ResM,ResS,RHOB,Ro,RT,SwA,Vshl,Vshl1,FZI
Tigana Norte-3,10657.94,Arena Guadalupe,1157703.79,984897.29,8.9577,2.634,1.095,0.107,NaN,44.644,96.1621,49.1873,24.811,2.1107,0.0918,0.1119,0.0956,0.1571,39.2267,29.7655,28.7211,2.4894,37.0089,42.0322,0.9256,0.1304,0.2573,0.838325159
Tigana Norte-3,10659.02,Arena Guadalupe,1157703.79,984897.29,8.963,2.637,1.234,0.1,NaN,54.6313,90.7396,96.1299,61.2353,1.9962,0.1142,0.1263,0.1142,0.1569,45.9117,35.687,35.6136,2.4526,37.6604,56.6014,0.794,0.0794,0.1681,0.992726779
Tigana Norte-3,10660.02,Arena Guadalupe,1157703.79,984897.29,8.9636,2.647,677.241,0.171,NaN,23.97,82.3059,512.0988,481.8898,1.865,0.1668,0.1711,0.163,0.1874,52.1449,44.2715,44.6024,2.3664,26.8196,109.2297,0.4779,0.0358,0.0813,9.579914525
Tigana Norte-3,10660.94,Arena Guadalupe,1157703.79,984897.29,8.9906,2.652,292.982,0.159,NaN,26.7062,61.2222,497.9009,478.9025,2.0026,0.1673,0.1702,0.165,0.1807,56.7088,48.7671,48.7282,2.3656,28.1123,73.3147,0.6104,0.0228,0.0529,7.129358061
Tigana Norte-3,10661.8,Arena Guadalupe,1157703.79,984897.29,9.0159,NaN,41.503,0.143,NaN,28.7965,47.5434,366.9175,312.5392,1.9888,0.1544,0.161,0.1498,0.1851,66.2297,57.5188,56.128,2.3868,28.0455,73.5645,0.5955,0.055,0.121,3.205871857
Tigana Norte-3,10662.5,Arena Guadalupe,1157703.79,984897.29,9.0364,NaN,1497.887,0.187,NaN,23.0506,39.171,541.0938,502.5903,1.9671,0.1676,0.1728,0.1624,0.194,77.9246,70.6821,69.3586,2.3652,25.5666,139.1901,0.4039,0.0468,0.1042,12.21792091
Tigana Norte-3,10663.06,Arena Guadalupe,1157703.79,984897.29,9.0511,2.645,NaN,0.195,677.909,22.9021,40.9492,675.2574,665.6177,2.0352,0.1758,0.1799,0.1711,0.1972,88.2953,86.5094,85.0216,2.3517,24.5266,155.4456,0.3775,0.0372,0.0842,NaN
Tigana Norte-3,10663.5,Arena Guadalupe,1157703.79,984897.29,9.0511,2.651,1689.457,0.198,NaN,26.5193,46.949,600.7181,597.3732,2.0801,0.1734,0.1761,0.1706,0.1868,98.0364,93.5256,93.7453,2.3557,26.4852,186.4405,0.3634,0.0228,0.053,11.74842915
Tigana Norte-3,10665.08,Arena Guadalupe,1157703.79,984897.29,9.0174,2.65,553.714,0.171,NaN,25.3206,26.7402,1104.5696,1281.9994,1.9642,0.1985,0.1966,0.1966,0.1947,130.5873,131.4199,142.8383,2.3144,23.1445,239.459,0.3109,0,0,8.662290918
Tigana Norte-3,10666.1,Arena Guadalupe,1157703.79,984897.29,8.8685,2.647,3674.158,0.222,NaN,22.4873,31.2748,1764.7502,2226.3621,1.9201,0.2141,0.2141,0.2141,0.214,149.9672,164.3752,178.5612,2.2888,19.8135,478.6142,0.2035,0,0,14.15659141
Tigana Norte-3,10667,Arena Guadalupe,1157703.79,984897.29,8.7113,NaN,3392.6509,0.217,NaN,23.3602,28.985,1663.4122,2005.3816,1.9694,0.2103,0.2118,0.2068,0.2206,157.9382,168.4796,193.0017,2.2951,19.3816,392.2372,0.2131,0.0173,0.0406,14.16678804
Tigana Norte-3,10667.14,Arena Guadalupe,1157703.79,984897.29,8.7113,2.651,5073.501,0.248,NaN,23.4507,28.5608,1459.936,1683.3246,1.9926,0.2045,0.2068,0.1992,0.2207,160.8227,169.4291,193.7711,2.3046,19.7136,445.2592,0.1953,0.0277,0.0639,13.61832965
Tigana Norte-3,10668.05,Arena Guadalupe,1157703.79,984897.29,8.7194,2.646,2776.186,0.23,NaN,22.3899,27.3934,1399.7177,1554.1951,1.9608,0.2019,0.2053,0.194,0.226,176.7747,165.0832,176.9191,2.3088,19.2969,729.0083,0.1395,0.0423,0.095,11.54922651
Tigana Norte-3,10668.36,Arena Guadalupe,1157703.79,984897.29,8.7698,2.646,NaN,0.231,1869.252,21.2388,26.0691,1606.2455,1868.8329,1.9245,0.208,0.2105,0.2016,0.2263,166.1959,161.3522,169.0708,2.299,18.9496,559.228,0.1671,0.0316,0.0723,NaN
Tigana Norte-3,10668.9,Arena Guadalupe,1157703.79,984897.29,8.8577,2.655,1477.483,0.216,NaN,21.2481,24.8302,1778.7195,2194.2324,1.9089,0.2134,0.2144,0.2109,0.2205,150.2548,143.8827,143.6545,2.2901,19.2104,447.0988,0.2009,0.0118,0.0281,9.425976015
Tigana Norte-3,10670,Arena Guadalupe,1157703.79,984897.29,9.0366,2.644,1728.26,0.194,NaN,22.659,25.818,1422.4797,1563.5553,2.0187,0.2023,0.2059,0.193,0.2296,130.8487,110.3137,112.483,2.3083,18.9227,165.7995,0.3162,0.0485,0.1078,12.3130781
Tigana Norte-3,10670.1,Arena Guadalupe,1157703.79,984897.29,9.0529,NaN,1728.26,0.215,NaN,23.0759,25.4528,1382.9276,1512.1652,2.0185,0.2011,0.2048,0.192,0.2285,130.7537,107.3587,109.3927,2.3101,19.0844,173.2203,0.3099,0.0486,0.108,10.27888848
Tigana Norte-3,10671,Arena Guadalupe,1157703.79,984897.29,9.1992,2.643,1061.0179,0.191,NaN,30.4266,23.047,666.0717,594.9268,2.0163,0.1723,0.1794,0.1616,0.2163,129.151,93.5511,94.9029,2.3575,21.8838,321.4552,0.2152,0.0824,0.1736,9.912643198
Tigana Norte-3,10671.9,Arena Guadalupe,1157703.79,984897.29,8.7764,2.648,2679.3669,0.207,NaN,24.9523,21.7444,1479.9716,1768.9756,2.0485,0.2063,0.2074,0.2041,0.2131,112.956,80.1631,73.2781,2.3017,20.4263,436.0065,0.2101,0.0113,0.0268,13.68558641
Tigana Norte-3,10672.42,Arena Guadalupe,1157703.79,984897.29,8.6697,2.648,NaN,0.191,62.487,25.3822,20.4846,1558.4937,1850.3773,2.0492,0.2076,0.2093,0.2038,0.219,99.9949,69.9186,60.7531,2.2995,19.7084,253.7515,0.269,0.0191,0.0447,NaN
Tigana Norte-3,10672.8,Arena Guadalupe,1157703.79,984897.29,8.665,2.655,4103.5928,0.217,NaN,30.0769,20.287,1261.1637,1415.9663,2.0093,0.1989,0.2014,0.1939,0.2152,91.1942,60.4442,49.9647,2.3138,20.6404,144.3418,0.3653,0.028,0.0645,15.58059142
Tigana Norte-3,10673.82,Arena Guadalupe,1157703.79,984897.29,8.5953,2.648,0.043,0.067,NaN,55.6437,23.6314,155.2609,81.7936,2.2117,0.12,0.1378,0.11,0.2112,84.1611,58.0995,45.2987,2.4433,23.6857,49.5688,0.6325,0.1977,0.3598,0.350294498
Tigana Norte-3,10674.52,Arena Guadalupe,1157703.79,984897.29,8.5158,2.634,16.745,0.142,NaN,48.3326,26.0062,142.5471,79.0848,2.2431,0.1179,0.1357,0.1112,0.199,101.8949,72.5045,54.9392,2.4467,25.9172,48.3325,0.6841,0.1704,0.32,2.060283551
Tigana Norte-3,10675.24,Arena Guadalupe,1157703.79,984897.29,8.6004,NaN,2387.332,0.185,NaN,42.2571,28.3155,270.8302,204.0469,1.9882,0.1422,0.1524,0.1365,0.1884,125.9721,106.7836,93.0832,2.4067,27.8564,439.6247,0.1913,0.0869,0.1821,15.71397558
Tigana Norte-3,10675.8,Arena Guadalupe,1157703.79,984897.29,8.6196,2.648,5018.439,0.213,NaN,29.799,28.1796,1085.6453,1256.1655,1.9767,0.205,0.196,0.196,0.1867,151.9702,132.9982,145.9963,2.3039,23.2776,953.4871,0.1562,0,0,17.8081703
Tigana Norte-3,10677.2,Arena Guadalupe,1157703.79,984897.29,8.6288,2.647,6280.802,0.221,NaN,16.8594,27.1508,2375.8477,3160.2036,1.9205,0.2277,0.2259,0.2259,0.2241,195.8602,201.4528,326.9715,2.2665,17.9529,3793.9282,0.092,0,0,18.658909
Tigana Norte-3,10677.34,Arena Guadalupe,1157703.79,984897.29,8.6394,NaN,6280.8018,0.223,NaN,16.6161,28.5892,2234.1165,2939.3267,1.9114,0.2274,0.2234,0.2234,0.2193,198.028,208.0882,329.5703,2.267,18.3228,3855.6628,0.092,0,0,18.36119389
Tigana Norte-3,10677.96,Arena Guadalupe,1157703.79,984897.29,8.6867,2.657,4364.6069,0.204,NaN,18.9342,48.0939,2121.1992,2740.782,1.9111,0.221,0.2213,0.2199,0.2237,210.6509,249.3954,349.2304,2.2776,18.4506,2987.4922,0.092,0.0044,0.0106,17.92132155
Tigana Norte-3,10678.94,Arena Guadalupe,1157703.79,984897.29,8.7277,2.658,5477.9731,0.218,NaN,18.0381,52.9922,1450.3838,1680.356,2.0215,0.2044,0.2066,0.1997,0.219,197.5895,300.7372,374.2484,2.3047,19.8934,2390.0815,0.092,0.0248,0.0575,17.85507211
Tigana Norte-3,10679.22,Arena Guadalupe,1157703.79,984897.29,8.7423,2.65,NaN,0.215,4940.522,17.8299,52.5749,1403.3525,1622.245,1.9815,0.2033,0.2054,0.199,0.2169,192.2416,298.8049,356.609,2.3066,20.1911,2679.2004,0.092,0.023,0.0535,NaN
Tigana Norte-3,10680,Arena Guadalupe,1157703.79,984897.29,8.7941,2.652,7341.4292,0.229,NaN,13.9564,34.331,1715.532,2153.4011,1.9107,0.2141,0.213,0.213,0.2118,180.4711,262.2125,306.5805,2.2888,20.0002,3578.8521,0.092,0,0,18.92871403
Tigana Norte-3,10680.94,Arena Guadalupe,1157703.79,984897.29,8.8564,2.667,7125.7681,0.225,NaN,15.3997,17.3495,1954.38,2479.3508,1.9301,0.2175,0.2181,0.2161,0.2213,153.0359,167.9755,229.3155,2.2833,18.8726,4247.1387,0.092,0.0063,0.0151,19.24745956
Tigana Norte-3,10681.62,Arena Guadalupe,1157703.79,984897.29,8.8921,2.656,8158.9731,0.232,NaN,18.3392,16.1354,1765.226,2163.3423,2.0547,0.2129,0.2141,0.2098,0.2215,129.2732,110.0447,122.4894,2.2909,19.1415,4376.6348,0.092,0.0144,0.034,19.49290837
Tigana Norte-3,10682.4,Arena Guadalupe,1157703.79,984897.29,8.7814,2.652,8316.1611,0.236,NaN,18.8559,18.0074,1155.8737,1143.9368,2.0557,0.193,0.1983,0.179,0.236,106.6014,78.5832,81.95,2.3235,18.7167,1163.3932,0.092,0.0803,0.1698,19.081673
Tigana Norte-3,10683.8,Arena Guadalupe,1157703.79,984897.29,8.7596,NaN,15095.2686,0.229,NaN,20.5772,16.5778,1361.9369,1470.6602,1.9668,0.2003,0.2043,0.1904,0.2301,75.7982,54.8681,45.3609,2.3115,18.9669,522.9492,0.1626,0.0533,0.1174,27.14258616
Tigana Norte-3,10684.46,Arena Guadalupe,1157703.79,984897.29,8.7102,2.65,1096.6,0.165,NaN,39.6852,16.61,274.8078,165.8468,1.9336,0.1391,0.1528,0.1236,0.2253,59.2216,40.6576,31.4578,2.4118,21.5011,55.9174,0.5612,0.1839,0.3399,12.95431126
Tigana Norte-3,10685.14,Arena Guadalupe,1157703.79,984897.29,9.1566,2.63,1.755,0.118,NaN,78.4385,17.7997,61.0574,29.8179,2.1059,0.0944,0.1164,0.0963,0.1718,59.0344,40.3963,31.8076,2.4852,32.0684,38.1747,0.898,0.1607,0.3052,0.905135884
Tigana Norte-3,10686.88,Arena Guadalupe,1157703.79,984897.29,8.8321,2.647,121.404,0.176,NaN,45.7566,21.1276,182.198,86.1941,2.0929,0.1266,0.1419,0.1077,0.2359,81.4022,70.8392,70.2926,2.4325,20.1593,288.4891,0.1525,0.2505,0.4309,3.861040491
Tigana Norte-3,10688.22,Arena Guadalupe,1157703.79,984897.29,8.7913,NaN,626.605,0.194,NaN,19.2671,20.2122,1797.838,2042.4485,1.9238,0.2115,0.2148,0.2004,0.241,88.5581,100.8338,147.2397,2.2931,17.4334,1211.0802,0.0939,0.0526,0.1162,7.414109963
Tigana Norte-3,10689.08,Arena Guadalupe,1157703.79,984897.29,8.7194,2.649,1306.135,0.2,NaN,16.199,30.8188,1387.2814,1428.0691,1.9185,0.2003,0.2049,0.1857,0.2419,80.7895,110.3295,178.5044,2.3115,17.856,1353.986,0.092,0.0771,0.1639,10.15006154
Tigana Norte-3,10689.5,Arena Guadalupe,1157703.79,984897.29,8.7194,NaN,1271.666,0.186,NaN,18.0712,41.927,1324.3632,1428.9717,1.8319,0.1993,0.2032,0.1899,0.2281,78.7845,110.2587,186.4913,2.3131,19.2205,1305.1249,0.0936,0.0513,0.1134,11.36242858
Tigana Norte-3,10689.7,Arena Guadalupe,1157703.79,984897.29,8.6986,2.642,NaN,0.196,1097.874,17.8432,54.3042,1305.9235,1453.1882,1.8645,0.1997,0.2027,0.1933,0.2201,77.0073,106.1938,178.7593,2.3125,20.0524,1259.549,0.1056,0.0353,0.0803,NaN
Tigana Norte-3,10690.1,Arena Guadalupe,1157703.79,984897.29,8.6569,2.644,1624.696,0.205,NaN,17.5495,80.9314,1285.178,1496.9628,1.911,0.201,0.2021,0.1989,0.208,73.3455,97.0559,159.6183,2.3104,21.3691,1102.3345,0.1317,0.0116,0.0276,10.84056807
Tigana Norte-3,10690.88,Arena Guadalupe,1157703.79,984897.29,8.6239,2.654,1487.0341,0.208,NaN,20.7545,103.4064,1328.3536,1535.7461,1.9213,0.2016,0.2033,0.1983,0.2124,65.2387,74.336,102.4122,2.3093,20.7971,538.9498,0.1857,0.0182,0.0427,10.10928153
Tigana Norte-3,10692.04,Arena Guadalupe,1157703.79,984897.29,9.0288,2.649,1932.627,0.212,NaN,30.4796,30.9376,1052.4667,1192.3881,2.0048,0.1941,0.1949,0.1928,0.1988,51.833,49.2717,53.8054,2.3217,23.039,194.0504,0.3404,0.0077,0.0185,11.1436149
Tigana Norte-3,10694.08,Arena Guadalupe,1157703.79,984897.29,8.8302,2.638,0.146,0.104,NaN,37.7243,18.4961,123.4608,82.5078,2.1022,0.1209,0.1322,0.1197,0.1628,29.3765,21.8804,18.2181,2.4418,35.4494,31.5593,1,0.0778,0.1651,0.3205266
Tigana Norte-3,10695.16,Arena Guadalupe,1157703.79,984897.29,8.8302,NaN,7.12,0.118,NaN,57.9007,20.8272,52.9897,29.0638,2.0721,0.0973,0.1134,0.1002,0.1491,28.7732,23.2963,20.0573,2.4804,40.6399,46.6922,0.9217,0.0992,0.2042,1.823119847
Tigana Norte-3,10696.74,Arena Guadalupe,1157703.79,984897.29,8.6387,2.637,0.031,0.075,NaN,56.4616,30.5704,53.9434,19.9255,2.0911,0.0869,0.1138,0.0855,0.1999,30.6358,30.1905,28.7477,2.4974,24.8635,143.4657,0.2815,0.262,0.4454,0.248977632
Tigana Norte-3,10698.94,Arena Guadalupe,1157703.79,984897.29,8.8359,2.653,9621.9395,0.221,NaN,61.2325,37.7914,970.2686,999.6639,2.0245,0.1878,0.1921,0.1805,0.2143,29.6232,46.3126,71.5171,2.3319,21.3795,392.6141,0.2067,0.0469,0.1045,23.09457668
Tigana Norte-3,10700.04,Gacheta,1157703.79,984897.29,8.8654,2.646,1.474,0.138,NaN,64.1773,78.7272,1192.0469,1332.1271,2.015,0.197,0.1994,0.1926,0.2119,26.2425,31.0998,54.0861,2.3169,21.1505,389.7463,0.2184,0.0254,0.0587,0.641013279
Tigana Norte-3,10700.54,Gacheta,1157703.79,984897.29,8.6817,NaN,2576.9971,0.206,NaN,55.8608,79.3075,1521.5814,1784.1355,1.9852,0.2064,0.2084,0.2019,0.22,20.2274,19.7797,24.7551,2.3015,19.6703,513.3568,0.1829,0.0231,0.0537,13.5364968
Tigana Norte-3,10700.6,Gacheta,1157703.79,984897.29,8.6703,2.644,2576.997,0.195,NaN,54.9345,78.2072,1526.1401,1775.2628,1.9911,0.2062,0.2085,0.2009,0.2222,19.6339,19.3433,23.7211,2.3018,19.4579,494.4008,0.1835,0.0273,0.0629,14.90151993
Tigana Norte-3,10700.72,Gacheta,1157703.79,984897.29,8.6475,2.646,NaN,0.206,959.852,53.0819,76.0066,1533.3441,1754.1594,2.0029,0.2059,0.2087,0.1989,0.2265,18.4468,18.4704,21.6531,2.3024,19.0436,456.4889,0.1854,0.0357,0.0812,NaN
Tigana Norte-3,10701.1,Gacheta,1157703.79,984897.29,8.5942,NaN,23.591,0.106,NaN,49.3556,66.4162,1348.4585,1420.5118,2.0167,0.1995,0.2039,0.1876,0.2347,14.7659,14.994,15.1367,2.3128,18.5535,332.4279,0.2049,0.0641,0.1389,3.950768153
Tigana Norte-3,10701.48,Gacheta,1157703.79,984897.29,8.5937,2.648,2587.657,0.199,NaN,51.6225,49.4842,798.4821,717.3232,1.9638,0.1784,0.1854,0.1647,0.2281,11.3039,9.5229,8.7108,2.3474,20.1654,197.1487,0.2742,0.0944,0.1956,14.41238663
Tigana Norte-3,10702.74,Gacheta,1157703.79,984897.29,8.4854,2.65,4514.4028,0.173,NaN,87.7515,52.5388,530.5192,486.851,2.0871,0.1666,0.1722,0.161,0.1951,11.8679,11.0289,9.8869,2.3669,NaN,40.712,1,0.0508,0.1126,24.24745468
Tigana Norte-3,10703.42,Gacheta,1157703.79,984897.29,8.4627,2.642,6.535,0.161,NaN,103.4198,77.9552,182.6148,116.791,2.1478,0.1274,0.1419,0.1214,0.1919,15.9676,16.8101,16.4659,2.4311,NaN,58.3016,1,0.1287,0.2545,1.042498865
Tigana Norte-3,10705.32,Gacheta,1157703.79,984897.29,8.6423,2.624,0.001,0.017,NaN,118.1218,42.7163,0.264,0.0004,2.4504,0.012,0.0434,0.0221,0.2314,19.8448,22.0584,30.0054,2.6203,NaN,71.9752,1,0.7352,0.865,0.440361948
Tigana Norte-3,10707.44,Gacheta,1157703.79,984897.29,8.754,2.642,0.045,0.089,NaN,116.7863,85.5282,7.144,0.009,2.3733,0.0452,0.0789,0.0481,0.2231,20.2962,22.1778,25.2695,2.5659,NaN,54.5279,1,0.5099,0.7013,0.228543709
Tigana Norte-3,10708.5,Gacheta,1157703.79,984897.29,8.915,2.61,22.916,0.013,NaN,134.459,119.359,0.6056,0.0007,2.4672,0.03,0.0504,0.0262,0.2457,20.3732,20.133,22.2305,2.5908,NaN,46.6877,1,0.7119,0.8504,100.0924176
Tigana SW-10,10363.5,Paleosuelo Guadalupe,1153772.49,980829.57,9.1877,3.054,0.035,0.27,NaN,212.2987,215.31,0,0,2.0076,0.0626,0,0,0.9288,69.4159,52.1899,16.259,2.5373,NaN,69.4159,1,1,1,0.03056616
Tigana SW-10,10365.5,Paleosuelo Guadalupe,1153772.49,980829.57,9.2383,3.108,0.042,0.279,NaN,237.5495,243.39,0,0,2.5277,0.0605,0,0,0.7675,67.7036,57.6938,14.6605,2.5408,NaN,67.7036,1,1,1,0.031483518
Tigana SW-10,10369.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.7688,2.584,0.001,0,NaN,155.1066,133.74,0,0,2.1557,0.032,0,0,0.6022,105.1804,89.3598,79.6222,2.5876,30,105.1804,0.2855,1,1,NaN
Tigana SW-10,10375.5,Paleosuelo Guadalupe,1153772.49,980829.57,10.7311,2.605,0,0.002,NaN,131.7394,111.29,5559.019,3731.3352,1.6325,0.326,0.2636,0.1846,0.4626,21.1142,20.2996,18.3969,2.1054,16.0608,21.1142,0.8594,0.3414,0.5386,0
Tigana SW-10,10377.9,Paleosuelo Guadalupe,1153772.49,980829.57,9.033,2.591,0.001,0,NaN,95.2915,92.84,0,0,2.3638,0.0783,0,0,0.3627,25.0866,24.9922,23.9956,2.5116,30,25.0866,1,1,1,NaN
Tigana SW-10,10378.6,Paleosuelo Guadalupe,1153772.49,980829.57,8.9217,2.6,0.001,0,NaN,100.218,98.41,0,0,2.381,0.0508,0,0,0.322,28.4845,26.7767,26.7464,2.5566,30,28.4845,1,1,1,NaN
Tigana SW-10,10381,Paleosuelo Guadalupe,1153772.49,980829.57,9.1587,2.592,0,0.049,NaN,100.2085,96.6,74.6706,25.4555,2.0134,0.0991,0.1207,0.0868,0.2271,22.2627,22.1185,21.0068,2.4775,45.4064,22.2627,1,0.3112,0.5047,0
Tigana SW-10,10381.5,Paleosuelo Guadalupe,1153772.49,980829.57,9.1341,2.608,0.002,0.034,NaN,104.6325,102.34,156.6593,77.5957,1.8817,0.1204,0.138,0.1075,0.2204,21.2842,20.0556,19.701,2.4426,48.488,21.2842,1,0.2227,0.3944,0.216373164
Tigana SW-10,10384.2,Paleosuelo Guadalupe,1153772.49,980829.57,9.0468,2.593,0.03,0.004,NaN,121.798,109.99,7.691,0.0058,1.9515,0.0889,0.0799,0.0444,0.2901,26.2786,24.2885,25.3771,2.4942,32.2069,26.2786,1,0.6274,0.7932,21.41211794
Tigana SW-10,10388.6,Paleosuelo Guadalupe,1153772.49,980829.57,9.4736,2.595,0.001,0,NaN,94.1281,88.12,0.0038,0,2.0242,0.0931,0.0201,0.0089,0.3377,22.8152,21.1504,21.2683,2.4872,29.112,22.8152,1,0.9188,0.9643,NaN
Tigana SW-10,10391.6,Paleosuelo Guadalupe,1153772.49,980829.57,10.4751,2.566,0.042,0.004,NaN,98.7892,89.81,66.1828,9.4674,2.2216,0.1517,0.1181,0.0697,0.3377,17.1027,16.8161,14.7668,2.3913,28.2532,17.1027,1,0.549,0.7336,25.33515961
Tigana SW-10,10396.5,Paleosuelo Guadalupe,1153772.49,980829.57,9.3553,2.565,0.001,0,NaN,93.1833,86.22,0,0,1.8547,0.132,0,0,0.3978,20.0805,20.886,17.1596,2.4236,30,20.0805,1,1,1,NaN
Tigana SW-10,10399.8,Paleosuelo Guadalupe,1153772.49,980829.57,9.3596,2.593,0.001,0,NaN,82.8686,68.26,6.3971,0.0059,1.8582,0.0597,0.0773,0.0447,0.2513,20.1382,20.0276,18.4704,2.5422,36.2169,20.1382,1,0.5766,0.7554,NaN
Tigana SW-10,10402.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.5871,2.595,0.001,0,NaN,83.6022,68.26,0,0,2.1929,0.0394,0,0,0.2958,24.9729,23.4213,23.3456,2.5754,30,24.9729,1,1,1,NaN
Tigana SW-10,10405.6,Paleosuelo Guadalupe,1153772.49,980829.57,8.4786,2.599,0.001,0,NaN,80.5935,71.99,0.4134,0.0005,2.4262,0.0485,0.0471,0.0236,0.2715,22.3654,21.5003,20.9888,2.5604,32.024,22.3654,1,0.7587,0.8792,NaN
Tigana SW-10,10408.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.3063,2.607,0.001,0,NaN,85.8478,80.81,0,0,2.5169,0.0155,0,0,0.3208,22.3286,20.9699,21.3581,2.6146,30,22.3286,1,1,1,NaN
Tigana SW-10,10411.9,Paleosuelo Guadalupe,1153772.49,980829.57,8.5416,2.618,0.001,0,NaN,75.2305,64.3,0,0,2.5883,0.0156,0,0,0.3014,22.9741,22.8849,22.5819,2.6144,30,22.9741,1,1,1,NaN
Tigana SW-10,10414.4,Paleosuelo Guadalupe,1153772.49,980829.57,8.2676,2.653,0.001,0,NaN,69.0189,61.09,0,0,3.3999,-0.0152,0,0,0.334,25.4657,24.2442,24.4531,2.6649,30,25.4657,1,1,1,NaN
Tigana SW-10,10417.3,Paleosuelo Guadalupe,1153772.49,980829.57,8.9477,3.252,0.001,0.033,NaN,77.9531,70.93,0,0,3.0134,-0.0175,0,0,0.2555,27.8592,27.1277,26.8802,2.6686,30,27.8592,1,1,1,0.160171489
Tigana SW-10,10420.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.8707,2.625,0,0.008,NaN,71.2573,58.72,1.7126,0.0017,2.919,0.0409,0.0609,0.033,0.2473,30.2401,28.2818,28.6218,2.5729,35.0109,30.2401,1,0.6565,0.8136,0
Tigana SW-10,10423.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.9125,2.591,0.001,0,NaN,82.1666,67.23,0.3469,0.0005,2.1352,0.0468,0.0456,0.0227,0.2708,26.7056,25.3204,24.6195,2.5633,31.9766,26.7056,1,0.7654,0.8832,NaN
Tigana SW-10,10426.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.7412,2.608,0,0.035,NaN,83.3794,70.94,0,0,4.9293,-0.0018,0,0,0.289,30.2623,30.9239,30.3198,2.6429,30,30.2623,0.9918,1,1,0
Tigana SW-10,10428.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.9163,2.64,0.788,0.104,NaN,38.0679,29.34,18.175,0.0244,2.6614,0.0871,0.0934,0.0558,0.2703,38.8948,37.4325,38.9125,2.4971,34.9362,38.8948,0.9245,0.5348,0.7221,0.744647537
Tigana SW-10,10429.5,Paleosuelo Guadalupe,1153772.49,980829.57,9.1927,3.177,0,0.036,NaN,44.7869,29.24,0,0,2.8877,-0.107,0,0,0.2336,81.2991,77.8688,64.5124,2.8154,30,81.2991,0.3698,1,1,0
Tigana SW-10,10430.5,Paleosuelo Guadalupe,1153772.49,980829.57,9.0593,2.701,0.006,0.072,NaN,37.5093,27.77,2.5163,0.0023,3.2609,0.033,0.0653,0.037,0.2294,42.5757,40.7001,39.6649,2.5859,37.596,42.5757,0.9043,0.6016,0.7743,0.116830034
Tigana SW-10,10431.5,Paleosuelo Guadalupe,1153772.49,980829.57,9.0398,2.804,0.083,0.08,NaN,38.1332,26.87,0.0387,0.0001,2.3478,0.0068,0.0306,0.0146,0.2385,71.885,63.5032,60.9658,2.6288,32.3879,71.885,0.4796,0.8184,0.9133,0.367808313
Tigana SW-10,10432.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.9479,2.624,0.001,0,NaN,49.4084,34.77,1.742,0.0017,2.1147,0.0432,0.0611,0.033,0.2502,60.1954,55.5504,52.7081,2.5691,34.749,60.1954,0.6321,0.6598,0.8159,NaN
Tigana SW-10,10433.5,Paleosuelo Guadalupe,1153772.49,980829.57,9.1756,2.628,0,0.021,NaN,53.2451,41.09,0,0,2.9731,-0.117,0,0,0.2522,45.909,44.1031,42.5412,2.8318,30,45.909,0.6542,1,1,0
Tigana SW-10,10434.3,Paleosuelo Guadalupe,1153772.49,980829.57,9.0142,2.642,0.001,0.007,NaN,54.9336,45.19,0,0,2.7764,-0.0883,0,0,0.2635,65.1243,61.2741,55.3846,2.7849,30,65.1243,0.4613,1,1,1.683572552
Tigana SW-10,10435.3,Paleosuelo Guadalupe,1153772.49,980829.57,9.0225,2.646,NaN,0.088,0.00552707,60.0613,41.19,0.0758,0.0001,1.7319,0.0439,0.0346,0.0164,0.2765,41.6838,41.3171,37.4928,2.5681,31.0823,41.6838,0.7713,0.8252,0.917,NaN
Tigana SW-10,10435.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.9841,2.648,0.006,0.073,NaN,57.3539,41.3,3.4743,0.003,1.8859,0.0746,0.0692,0.0373,0.2825,38.4082,37.2945,35.5264,2.5176,32.4388,38.4082,0.8753,0.665,0.8195,0.114314341
Tigana SW-10,10436.5,Paleosuelo Guadalupe,1153772.49,980829.57,9.3932,2.65,0.199,0.102,NaN,61.1933,53.03,0.4766,0.0006,2.5202,0.0592,0.0483,0.0241,0.283,26.1191,23.0697,27.0176,2.5429,31.4304,26.1191,1,0.7638,0.8823,0.386128862
Tigana SW-10,10437.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.8416,2.711,4.616,0.162,NaN,92.8749,53.52,1.6189,0.0016,2.3692,0.0936,0.0603,0.0306,0.3137,65.9407,60.776,57.1147,2.4865,30.0257,65.9407,0.5202,0.7396,0.8677,0.867029841
Tigana SW-10,10438.5,Paleosuelo Guadalupe,1153772.49,980829.57,8.7951,2.645,0.474,0.123,NaN,48.5385,35.49,48.7728,12.3776,2.177,0.0913,0.1117,0.0756,0.2391,33.2507,31.4374,28.6946,2.4902,41.5874,33.2507,1,0.3827,0.5825,0.439501888
