POZO,DEPTH,Unidad,X,Y,CALI,Core_GrnDn,Core_Kmax,Core_Por,Core_k_vert,GR,GR_Core,KLogs2,KTim,PEF,PHID,PHIE,PHIE1,PHIN,ResD,ResM,ResS,RHOB,Ro,RT,SwA,Vshl,Vshl1,FZI
Tarotaro-3,9705.8,Arena Guadalupe,1162545.28,983619.86,8.2767,2.628,28.519,0.177,NaN,55.3423,17.36,659.6326,549.5075,1.8249,0.1709,0.1791,0.1559,0.2288,93.9391,54.922,16.8405,2.3597,16.6544,141.0673,0.3374,0.113,0.2282,1.853261614
Tarotaro-3,9706.8,Arena Guadalupe,1162545.28,983619.86,8.2541,2.628,110.24,0.203,NaN,52.9057,12.79,1037.8859,1069.8514,1.7612,0.19,0.1944,0.1815,0.2193,85.4964,49.0994,14.2771,2.3284,15.5913,130.3438,0.3432,0.0524,0.1156,2.872853731
Tarotaro-3,9707.5,Arena Guadalupe,1162545.28,983619.86,8.2451,2.639,1.215,0.122,NaN,48.1542,13.01,1419.5874,1643.1826,1.745,0.2037,0.2058,0.1993,0.2175,88.1877,49.6267,14.4154,2.3059,14.6263,135.9507,0.3269,0.0234,0.0543,0.713136322
Tarotaro-3,9708.3,Arena Guadalupe,1162545.28,983619.86,8.279,2.625,112.804,0.22,NaN,41.2205,13.39,1859.0348,2282.9558,1.7457,0.2146,0.2161,0.2108,0.2253,93.9941,52.183,14.9643,2.288,13.5224,142.4102,0.3073,0.0179,0.0421,2.520881781
Tarotaro-3,9709.3,Arena Guadalupe,1162545.28,983619.86,8.3266,2.628,553.792,0.23,NaN,54.3603,19.34,1037.6914,1017.5724,1.7458,0.1889,0.1944,0.1764,0.2298,99.9406,57.4853,18.0005,2.3302,15.1574,153.3517,0.3105,0.0757,0.1612,5.158244907
Tarotaro-3,9710.5,Arena Guadalupe,1162545.28,983619.86,8.313,2.627,0.875,0.102,NaN,55.791,15.28,414.5716,297.1394,1.8068,0.1537,0.1646,0.1388,0.2239,75.8168,46.865,19.9081,2.388,18.496,114.7536,0.3936,0.1426,0.2769,0.80967318
Tarotaro-3,9711.3,Arena Guadalupe,1162545.28,983619.86,8.3537,2.628,18.093,0.162,NaN,64.1188,12.07,201.0565,93.9316,1.8389,0.1308,0.1444,0.1085,0.2437,96.024,59.1049,22.768,2.4255,19.5017,143.4126,0.3526,0.2617,0.4451,1.716549914
Tarotaro-3,9713,Arena Guadalupe,1162545.28,983619.86,8.313,2.63,4.656,0.138,NaN,66.1854,59.26,149.2442,70.0106,1.8776,0.1191,0.1368,0.1049,0.2251,111.9058,63.5716,29.8389,2.4446,22.0012,175.7487,0.3367,0.2403,0.4177,1.139265039
Tarotaro-3,9714.8,Arena Guadalupe,1162545.28,983619.86,8.3356,2.63,683.542,0.221,NaN,31.644,52.76,1471.6141,1756.5402,1.7815,0.2061,0.2071,0.2038,0.213,121.9532,60.4599,16.4956,2.3021,14.6637,197.1541,0.2721,0.0115,0.0272,6.155471114
Tarotaro-3,9715.9,Arena Guadalupe,1162545.28,983619.86,8.3311,2.631,270.183,0.201,NaN,25.5468,15.36,1175.9849,1380.1909,1.727,0.2091,0.1989,0.1989,0.1881,139.5284,69.4624,16.8651,2.297,15.9474,216.3478,0.2715,0,0,4.576266956
Tarotaro-3,9716,Arena Guadalupe,1162545.28,983619.86,8.3356,2.632,NaN,0.204,197.3579,24.8801,15.12,1142.2172,1333.6261,1.7217,0.2096,0.1978,0.1978,0.1853,140.4359,70.1037,16.8715,2.2962,16.0945,217.3144,0.2721,0,0,NaN
Tarotaro-3,9716.9,Arena Guadalupe,1162545.28,983619.86,8.3356,2.63,242.307,0.198,NaN,24.5407,11.89,1016.8514,1162.9374,1.679,0.1975,0.1937,0.1937,0.1898,140.6915,72.6655,16.9466,2.316,16.6955,219.0205,0.2761,0,0,4.44927461
Tarotaro-3,9718.3,Arena Guadalupe,1162545.28,983619.86,8.3672,2.631,136.641,0.193,NaN,27.153,13.23,950.2944,1073.8025,1.6509,0.1965,0.1914,0.1914,0.1861,139.1593,74.784,16.8203,2.3178,17.0558,216.4907,0.2807,0,0,3.493475768
Tarotaro-3,9719.6,Arena Guadalupe,1162545.28,983619.86,8.3582,2.63,168.548,0.193,NaN,24.4681,15.12,1093.288,1266.5892,1.6604,0.2065,0.1963,0.1963,0.1855,133.7038,75.9495,16.3454,2.3013,16.3183,203.3287,0.2833,0,0,3.879975838
Tarotaro-3,9719.7,Arena Guadalupe,1162545.28,983619.86,8.3582,2.632,NaN,0.203,139.6805,24.2984,15.12,1147.191,1340.4697,1.6648,0.2085,0.198,0.198,0.187,132.8275,75.8278,16.3671,2.2981,16.0725,201.4822,0.2824,0,0,NaN
Tarotaro-3,9721.4,Arena Guadalupe,1162545.28,983619.86,8.3718,2.629,802.765,0.216,NaN,26.1772,12.95,1471.0304,1796.6462,1.6755,0.2203,0.2071,0.2071,0.1931,86.9753,61.4989,16.3551,2.2788,14.8604,127.0497,0.342,0,0,6.947991823
Tarotaro-3,9723.7,Arena Guadalupe,1162545.28,983619.86,8.4939,2.633,0.003,0.024,NaN,75.3922,22.25,11.4385,0.0241,1.9834,0.0446,0.0859,0.0576,0.195,109.1787,97.718,28.0195,2.5668,35.8622,137.6372,0.4748,0.3927,0.5927,0.45146411
Tarotaro-3,9724.8,Arena Guadalupe,1162545.28,983619.86,8.5097,2.633,0.002,0.05,NaN,78.3678,12.33,0.5555,0.0007,1.9809,0.0373,0.0496,0.0255,0.2556,129.5807,111.0257,49.0448,2.5788,35.8388,162.5252,0.3975,0.7282,0.8606,0.11932
Tarotaro-3,9726.2,Arena Guadalupe,1162545.28,983619.86,8.3808,2.628,3201.8369,0.213,NaN,41.4506,12,1058.2532,1074.4706,1.7634,0.1903,0.1951,0.1802,0.224,188.0829,140.2113,21.0264,2.328,15.334,243.4136,0.2475,0.0611,0.1331,14.22442036
Tarotaro-3,9727.2,Arena Guadalupe,1162545.28,983619.86,8.3627,2.63,2104.9241,0.226,NaN,18.1466,14.56,2448.3345,3274.0876,1.645,0.2423,0.2272,0.2272,0.211,289.8461,213.8102,17.0574,2.2427,12.655,380.4614,0.1824,0,0,10.3782988
Tarotaro-3,9728.3,Arena Guadalupe,1162545.28,983619.86,8.3627,2.63,NaN,0.229,335.8273,18.2555,10.33,1898.876,2427.009,1.6675,0.2251,0.2169,0.2169,0.2084,320.8377,210.1131,18.3585,2.2708,13.711,438.7729,0.1768,0,0,NaN
Tarotaro-3,9728.4,Arena Guadalupe,1162545.28,983619.86,8.3605,2.631,6481.1958,0.241,NaN,18.6737,10.33,1863.3043,2373.5415,1.6712,0.224,0.2162,0.2162,0.2081,321.5702,206.9229,18.4823,2.2726,13.793,441.2714,0.1768,0,0,16.21710882
Tarotaro-3,9729,Arena Guadalupe,1162545.28,983619.86,8.3582,2.633,1196.8051,0.219,NaN,22.4859,9.64,1452.6987,1770.3011,1.6817,0.2188,0.2067,0.2067,0.1937,259.4807,160.8339,18.7494,2.2811,14.9193,365.8743,0.2019,0,0,8.27801531
Tarotaro-3,9730,Arena Guadalupe,1162545.28,983619.86,8.3695,2.628,5709.3521,0.229,NaN,23.7589,10.28,946.002,1068.0913,1.6823,0.2004,0.1912,0.1912,0.1815,190.946,122.5047,17.1297,2.3113,17.0801,271.2911,0.2509,0,0,16.69260882
Tarotaro-3,9731,Arena Guadalupe,1162545.28,983619.86,8.3582,2.632,50.899,0.168,NaN,24.4256,8.03,789.6749,852.2541,1.6781,0.1843,0.185,0.1834,0.1882,216.3256,135.6021,18.1621,2.3378,17.9435,317.655,0.2372,0.0065,0.0155,2.706722149
Tarotaro-3,9731.8,Arena Guadalupe,1162545.28,983619.86,8.3672,2.628,1848.149,0.216,NaN,25.8073,11.53,525.7272,534.6476,1.6733,0.1772,0.1719,0.1719,0.1664,215.3074,128.1807,19.5938,2.3493,20.5562,329.1559,0.2499,0,0,10.54225641
Tarotaro-3,9732.3,Arena Guadalupe,1162545.28,983619.86,8.365,2.631,230.623,0.186,NaN,27.4498,9.14,460.6014,457.5199,1.6942,0.1752,0.1678,0.1678,0.1601,200.9371,122.8789,19.2304,2.3527,21.4316,311.6811,0.2622,0,0,4.838780761
Tarotaro-3,9732.9,Arena Guadalupe,1162545.28,983619.86,8.3605,2.631,175.972,0.175,NaN,27.3649,9.1,443.7451,437.8612,1.7236,0.1696,0.1667,0.1667,0.1637,187.8577,118.9986,18.7491,2.3618,21.6851,295.9703,0.2707,0,0,4.694056456
Tarotaro-3,9734.3,Arena Guadalupe,1162545.28,983619.86,8.3582,2.632,139.91,0.17,NaN,27.8195,13.8,370.3574,346.3645,1.7113,0.1598,0.1613,0.1589,0.1662,172.8622,114.9688,18.5604,2.3779,22.6574,274.1281,0.2866,0.0107,0.0254,4.398035562
Tarotaro-3,9735.1,Arena Guadalupe,1162545.28,983619.86,8.3718,2.632,186.531,0.177,NaN,27.662,11.41,508.1068,513.6024,1.6979,0.1744,0.1708,0.1708,0.1672,176.0723,123.6616,17.8756,2.354,20.7784,276.8073,0.274,0,0,4.739637129
Tarotaro-3,9735.9,Arena Guadalupe,1162545.28,983619.86,8.3718,2.631,NaN,0.18,125.4928,26.4985,13.41,516.4953,523.6054,1.7136,0.1773,0.1713,0.1713,0.1652,174.8959,124.1843,17.4178,2.3493,20.6714,265.0256,0.2793,0,0,NaN
Tarotaro-3,9736,Arena Guadalupe,1162545.28,983619.86,8.3695,2.631,188.652,0.177,NaN,26.7591,15.44,509.7825,515.5983,1.7168,0.1775,0.1709,0.1709,0.1641,174.9798,123.7581,17.3921,2.3489,20.7568,263.4014,0.2807,0,0,4.766507609
Tarotaro-3,9737,Arena Guadalupe,1162545.28,983619.86,8.4034,2.631,154.88,0.176,NaN,26.547,16.53,615.3573,643.5803,1.7137,0.1846,0.1769,0.1769,0.1688,169.0089,115.6592,16.5769,2.3373,19.5607,243.1706,0.2836,0,0,4.36099439
Tarotaro-3,9737.8,Arena Guadalupe,1162545.28,983619.86,8.3898,2.633,77.04,0.17,NaN,27.6197,17.87,572.2088,590.7592,1.6742,0.1796,0.1745,0.1745,0.1694,196.7823,125.9816,17.4479,2.3455,20.0143,290.9632,0.2623,0,0,3.263566717
Tarotaro-3,9738.3,Arena Guadalupe,1162545.28,983619.86,8.3944,2.634,548.87,0.19,NaN,27.1954,13.74,501.9764,506.3107,1.6615,0.1735,0.1705,0.1705,0.1673,213.0241,128.2275,17.7187,2.3554,20.8581,318.5869,0.2559,0,0,7.194804746
Tarotaro-3,9738.9,Arena Guadalupe,1162545.28,983619.86,8.4034,2.632,105.13,0.154,NaN,24.4316,11.38,453.1369,448.7982,1.6703,0.1689,0.1673,0.1673,0.1657,328.982,177.909,20.7386,2.363,21.5423,503.2929,0.2069,0,0,4.50694504
Tarotaro-3,9739.9,Arena Guadalupe,1162545.28,983619.86,8.4079,2.629,3068.3511,0.168,NaN,15.9342,12.14,677.1629,720.3881,1.6476,0.1861,0.18,0.18,0.1736,1029.1489,705.3228,52.469,2.3347,18.9792,1451.0261,0.1144,0,0,21.01558957
Tarotaro-3,9740.6,Arena Guadalupe,1162545.28,983619.86,8.4034,2.629,6706.4712,0.193,NaN,13.7887,18.89,954.8881,1079.9197,1.6128,0.2055,0.1915,0.1915,0.1764,1138.0886,840.7035,44.8661,2.303,17.0298,1479.5275,0.1073,0,0,24.47452384
Tarotaro-3,9740.8,Arena Guadalupe,1162545.28,983619.86,8.4034,2.63,NaN,0.2,3684.768834,14.6372,19.76,993.365,1131.3615,1.6071,0.2083,0.1929,0.1929,0.1761,1173.6339,866.9626,41.9599,2.2983,16.819,1519.3447,0.1052,0,0,NaN
Tarotaro-3,9741.3,Arena Guadalupe,1162545.28,983619.86,8.4102,2.636,6253.3711,0.225,NaN,16.4676,16.4,1026.0676,1175.3636,1.5998,0.2138,0.194,0.194,0.172,953.9127,711.8958,45.4606,2.2894,16.6481,1237.2899,0.116,0,0,18.03078665
Tarotaro-3,9741.8,Arena Guadalupe,1162545.28,983619.86,8.4011,2.627,3085.1121,0.187,NaN,16.8675,18.9,977.5854,1110.2212,1.5924,0.2148,0.1923,0.1923,0.1669,607.6671,462.5091,57.6033,2.2877,16.9042,791.4048,0.1461,0,0,17.53449483
Tarotaro-3,9742.2,Arena Guadalupe,1162545.28,983619.86,8.3966,2.632,3882.178,0.176,NaN,16.2736,33.85,957.715,1083.6868,1.5906,0.2138,0.1916,0.1916,0.1665,468.186,359.0142,61.513,2.2893,17.014,612.4609,0.1667,0,0,21.83361159
Tarotaro-3,9742.8,Arena Guadalupe,1162545.28,983619.86,8.4034,2.635,7650.3799,0.221,NaN,14.9099,35.72,933.4035,1051.355,1.6133,0.2125,0.1907,0.1907,0.1661,415.8062,312.5437,49.5559,2.2915,17.1525,560.1308,0.175,0,0,20.59302734
Tarotaro-3,9743,Arena Guadalupe,1162545.28,983619.86,8.4034,2.628,NaN,0.209,2668.22,14.4251,35.51,908.9216,1018.9478,1.626,0.2121,0.1898,0.1898,0.1645,402.9887,299.3896,42.9225,2.2921,17.2969,549.9853,0.1773,0,0,NaN
Tarotaro-3,9743.4,Arena Guadalupe,1162545.28,983619.86,8.4124,2.633,9432.5781,0.212,NaN,15.7828,36.36,902.6595,1010.6833,1.6685,0.2103,0.1896,0.1896,0.1663,332.6185,241.5221,37.961,2.2951,17.3346,461.9229,0.1937,0,0,24.61882261
Tarotaro-3,9744.3,Arena Guadalupe,1162545.28,983619.86,8.4034,2.631,8549.7461,0.201,NaN,16.6252,51.48,674.4832,717.0311,1.7055,0.1937,0.1798,0.1798,0.1647,203.7382,139.5951,24.0403,2.3223,19.0029,279.5403,0.2607,0,0,25.74298776
Tarotaro-3,9744.8,Arena Guadalupe,1162545.28,983619.86,8.4034,2.64,4626.1108,0.189,NaN,15.8191,54.46,608.0582,634.5972,1.6879,0.1885,0.1765,0.1765,0.1636,171.69,114.4826,18.8081,2.3309,19.6345,234.9748,0.2891,0,0,21.07976724
Tarotaro-3,9745.5,Arena Guadalupe,1162545.28,983619.86,8.4034,2.633,1410.371,0.186,NaN,16.1221,47.65,603.769,629.3275,1.6631,0.1943,0.1763,0.1763,0.1561,141.1445,93.5889,14.8327,2.3213,19.6783,199.2767,0.3142,0,0,11.966064
Tarotaro-3,9746.4,Arena Guadalupe,1162545.28,983619.86,8.4034,2.632,1488.675,0.187,NaN,20.7467,52.68,481.8798,482.5188,1.6265,0.1904,0.1692,0.1692,0.1449,123.0805,82.6469,13.7771,2.3277,21.1286,176.9447,0.3456,0,0,12.18029289
Tarotaro-3,9747.3,Arena Guadalupe,1162545.28,983619.86,8.426,2.633,688.798,0.173,NaN,23.9953,56.41,154.7696,126.6108,1.6262,0.1515,0.1377,0.1377,0.1223,157.6562,105.7958,15.1713,2.3915,30.2281,232.021,0.3609,0,0,9.471351222
Tarotaro-3,9747.7,Arena Guadalupe,1162545.28,983619.86,8.426,2.628,486.925,0.187,NaN,25.353,62.25,78.3259,56.7605,1.6482,0.1301,0.1217,0.1217,0.1127,185.3684,121.6181,18.1843,2.4266,37.4698,275.0372,0.3691,0,0,6.966085817
Tarotaro-3,9748.3,Arena Guadalupe,1162545.28,983619.86,8.4124,2.621,1.124,0.08,NaN,23.9894,64.11,44.4881,29.1515,1.6902,0.1122,0.1099,0.1099,0.1075,151.0489,98.4361,22.8649,2.456,44.7866,224.7073,0.4464,0,0,1.353523033
Tarotaro-3,9749.5,Arena Guadalupe,1162545.28,983619.86,8.4147,2.632,205.488,0.147,NaN,22.4255,119.25,92.5664,69.1046,1.7281,0.1297,0.1255,0.1255,0.1211,78.9732,55.7384,16.5123,2.4273,35.5471,115.8561,0.5539,0,0,6.812333639
Tarotaro-3,9749.6,Arena Guadalupe,1162545.28,983619.86,8.417,2.632,NaN,0.164,49.06336,22.9346,119.25,97.3997,73.3745,1.7284,0.1305,0.1266,0.1266,0.1226,77.5492,54.9026,16.1622,2.4259,34.9812,113.6015,0.5549,0,0,NaN
Tarotaro-3,9750.4,Arena Guadalupe,1162545.28,983619.86,8.426,2.634,352.78,0.158,NaN,24.6316,122.93,128.1625,100.4913,1.7331,0.1323,0.1331,0.1323,0.135,77.0255,54.5834,14.46,2.423,31.8945,110.8256,0.5361,0.0044,0.0106,7.906933515
Tarotaro-3,9751.3,Arena Guadalupe,1162545.28,983619.86,8.4034,2.628,49.157,0.143,NaN,28.5106,67.44,116.978,85.8246,1.7537,0.1261,0.1309,0.1258,0.143,83.3753,57.7307,14.6991,2.4332,31.7615,118.2201,0.5161,0.0291,0.0668,3.488984974
Tarotaro-3,9752.1,Arena Guadalupe,1162545.28,983619.86,8.4079,2.628,456.693,0.164,NaN,31.4198,42.48,112.2485,84.9038,1.7841,0.1281,0.1299,0.128,0.1345,89.3522,61.7207,15.0622,2.4299,32.9826,129.6245,0.5036,0.0105,0.0251,8.446607835
Tarotaro-3,9752.9,Arena Guadalupe,1162545.28,983619.86,8.426,2.628,288.672,0.137,NaN,34.4017,49.41,115.394,83.0149,1.8372,0.1245,0.1306,0.1242,0.146,98.5315,66.2624,15.5221,2.4358,31.543,145.9554,0.4617,0.0374,0.0847,9.079499805
Tarotaro-3,9753.3,Arena Guadalupe,1162545.28,983619.86,8.4396,2.664,13.084,0.107,NaN,38.7717,58.85,152.1537,113.6492,1.8598,0.1307,0.1373,0.1296,0.1552,94.8061,63.1391,15.8131,2.4256,28.7247,140.5733,0.4486,0.043,0.0965,2.89784871
Tarotaro-3,9753.8,Arena Guadalupe,1162545.28,983619.86,8.435,2.627,NaN,0.175,51.93525,45.063,67.31,214.1216,168.4906,1.8755,0.1394,0.1461,0.1372,0.166,99.791,67.6758,17.1313,2.4114,25.6852,146.5576,0.4151,0.0472,0.1051,NaN
Tarotaro-3,9753.9,Arena Guadalupe,1162545.28,983619.86,8.4305,2.624,3.772,0.137,NaN,46.3964,69.2,227.3103,180.4939,1.8774,0.141,0.1477,0.1386,0.168,102.1535,69.7609,17.5596,2.4088,25.1867,149.6098,0.4067,0.0479,0.1066,1.037875918
Tarotaro-3,9754.6,Arena Guadalupe,1162545.28,983619.86,8.4124,2.597,4.786,0.151,NaN,58.7851,51.41,312.525,228.7274,1.8823,0.1451,0.1564,0.1363,0.2023,98.6793,72.8731,18.3531,2.402,21.0154,139.8018,0.3805,0.1115,0.2255,0.993935642
Tarotaro-3,9755.2,Arena Guadalupe,1162545.28,983619.86,8.435,2.625,25.815,0.143,NaN,67.4523,39.28,485.725,393.3928,1.8983,0.1603,0.1694,0.1494,0.213,76.387,60.205,15.7537,2.3771,18.5846,103.1013,0.4191,0.1013,0.2078,2.52838077
Tarotaro-3,9755.8,Arena Guadalupe,1162545.28,983619.86,8.4079,2.64,0.826,0.177,NaN,72.1617,44.12,849.8509,852.5211,1.9304,0.1829,0.1875,0.1759,0.2102,72.6051,58.5438,13.3768,2.34,16.677,94.7272,0.4172,0.0484,0.1076,0.315398488
Tarotaro-3,9759.4,Gacheta,1162545.28,983619.86,8.4894,2.628,0.074,0.09,NaN,104.248,80.11,21.0298,0.0617,2.2073,0.0598,0.0959,0.0684,0.1908,101.7188,83.3853,36.6944,2.542,NaN,118.7158,1,0.3216,0.5166,0.287887717
Tarotaro-3,9760,Gacheta,1162545.28,983619.86,8.4939,2.643,15.548,0.126,NaN,126.6435,74.5,9.4054,0.0168,2.3116,0.042,0.0829,0.0538,0.202,149.8411,122.3637,43.4112,2.5712,NaN,168.2617,1,0.4317,0.631,2.419482744
Tarotaro-3,9763,Gacheta,1162545.28,983619.86,8.426,2.65,26.687,0.175,NaN,67.9128,70.86,346.0094,291.623,2.1668,0.1526,0.1593,0.1482,0.1833,68.626,58.1231,14.7015,2.3898,NaN,83.8132,1,0.0551,0.1212,1.828000884
Tarotaro-3,9763.9,Gacheta,1162545.28,983619.86,8.4644,2.665,4.526,0.153,NaN,80.8648,63.97,83.3502,34.7576,2.4036,0.1002,0.1231,0.0939,0.2079,171.5374,150.8264,28.6014,2.4757,NaN,233.3331,1,0.2456,0.4246,0.94543829
Tarotaro-3,9765,Gacheta,1162545.28,983619.86,8.426,2.69,1.828,0.134,NaN,58.1848,77.58,101.1323,44.8894,2.4182,0.1062,0.1275,0.0982,0.2104,60.2768,54.8866,20.2613,2.4658,NaN,78.4213,1,0.235,0.4107,0.749511737
Tarotaro-3,9767.2,Gacheta,1162545.28,983619.86,8.4418,2.643,108.565,0.188,NaN,134.8985,87.19,10.4991,0.0078,2.4169,0.108,0.0846,0.0466,0.3108,36.606,31.7084,6.7719,2.4629,NaN,40.9189,1,0.6365,0.7996,3.259071
Tarotaro-3,9769.5,Gacheta,1162545.28,983619.86,8.4034,2.668,2.149,0.063,NaN,99.4902,77.13,16.9709,0.0199,2.7582,0.0945,0.0923,0.0539,0.2834,76.3851,64.1841,32.781,2.4851,NaN,96.2141,1,0.5632,0.7449,2.727574506
Tarotaro-3,9770.2,Gacheta,1162545.28,983619.86,8.3898,2.676,1.435,0.135,NaN,84.0894,NaN,510.6595,354.4131,2.5919,0.1615,0.171,0.14,0.2432,47.0758,39.6298,17.4821,2.3751,NaN,59.7259,1,0.1718,0.322,0.655950479
Tarotaro-3,9771.2,Gacheta,1162545.28,983619.86,8.3672,2.703,5.797,0.217,NaN,81.7861,NaN,1522.8228,1772.6227,2.3284,0.2062,0.2084,0.2009,0.2218,44.0805,38.7556,11.7561,2.3019,NaN,57.0061,1,0.0267,0.0617,0.585603225
Tarotaro-3,9772.5,Gacheta,1162545.28,983619.86,8.3808,2.658,51.119,0.212,NaN,95.884,NaN,721.4712,595.4097,2.3184,0.1741,0.182,0.1565,0.2368,52.0599,47.2905,14.1095,2.3544,NaN,69.4824,1,0.1242,0.247,1.812354911
Tarotaro-3,9774.2,Gacheta,1162545.28,983619.86,8.4305,2.644,6.35,0.2,NaN,90.2051,NaN,470.4042,343.2958,2.2989,0.1582,0.1685,0.1418,0.2292,38.5691,34.7392,15.7191,2.3806,NaN,46.1982,1,0.1445,0.2799,0.707720058
Tarotaro-3,9775,Gacheta,1162545.28,983619.86,8.4599,2.643,10.577,0.195,NaN,103.2178,NaN,221.199,116.6679,2.3627,0.1323,0.1469,0.1145,0.2321,42.8153,37.7831,15.9475,2.4231,NaN,49.1376,1,0.2222,0.3936,0.954673491
Tarotaro-3,9780,Gacheta,1162545.28,983619.86,8.5391,2.517,0.001,0.083,NaN,115.8246,NaN,9.1575,0.0228,2.516,0.0368,0.0825,0.0585,0.1695,62.2996,63.9239,69.8622,2.5796,NaN,49.958,1,0.3273,0.523,0.038078676
Tigana Sur-2,10423.2,Paleosuelo Guadalupe,1155453.94,982239.5,9.1444,2.653,0.001,0.048,NaN,99.6669,64.5033,0,0,2.8733,-0.0104,0.0019,0.0008,0.2421,40.754,NaN,43.9885,2.6571,29.9538,40.754,0.7374,0.9888,0.9954,0.089888626
Tigana Sur-2,10434.6,Paleosuelo Guadalupe,1155453.94,982239.5,9.2181,2.637,0.003,0.064,NaN,58.5389,31.33,6.7119,0.0056,3.4042,0.0707,0.078,0.0442,0.2669,53.6079,NaN,47.2912,2.524,30.6468,53.6079,0.6586,0.6006,0.7735,0.099425129
Tigana Sur-2,10438,Paleosuelo Guadalupe,1155453.94,982239.5,9.3835,2.727,0.285,0.102,NaN,42.8919,30.12,0.4273,0.0005,3.5219,0.0377,0.0473,0.024,0.2584,29.8388,NaN,27.6126,2.5782,30.7944,29.8388,1,0.7436,0.8701,0.462091689
Tigana Sur-2,10453.8,Arena Guadalupe,1155453.94,982239.5,9.8461,2.635,0.023,0.07,NaN,47.8346,21.7067,148.7553,73.0423,2.0145,0.1186,0.1367,0.1066,0.2186,29.4988,NaN,24.8137,2.4454,29.0485,29.4988,0.99,0.2225,0.3941,0.239127462
Tigana Sur-2,10464.7,Arena Guadalupe,1155453.94,982239.5,9.4549,2.642,0.094,0.104,NaN,63.9856,56.7444,68.0522,20.1428,2.158,0.0996,0.1187,0.0823,0.2394,31.1105,NaN,23.8774,2.4766,23.5955,31.1105,0.8186,0.3529,0.5511,0.257188518
Tigana Sur-2,10469,Arena Guadalupe,1155453.94,982239.5,9.6831,2.632,NaN,0.243,3083.861126,44.4681,12.9344,4212.3418,5798.2856,1.9272,0.2495,0.2506,0.2396,0.2687,1469.8639,NaN,228.2229,2.2309,21.0321,1469.8639,0.0992,0.0333,0.0759,NaN
Tigana Sur-2,10469.1,Arena Guadalupe,1155453.94,982239.5,9.7239,2.638,3419.8811,0.245,NaN,42.6796,11.6367,4210.4839,5837.271,1.9479,0.2495,0.2506,0.2407,0.2668,1477.333,NaN,223.6715,2.2308,21.2192,1477.333,0.1013,0.0298,0.0683,11.43228326
Tigana Sur-2,10470.5,Arena Guadalupe,1155453.94,982239.5,9.8417,2.6444,3508.976065,0.2292,NaN,37.3,15.7456,3089.915,3870.3857,2.0508,0.2349,0.2369,0.2212,0.2641,821.5056,NaN,235.6439,2.2547,22.0845,821.5056,0.1322,0.052,0.115,13.06590924
Tigana Sur-2,10472.9,Arena Guadalupe,1155453.94,982239.5,9.5427,2.637,2789.2329,0.229,NaN,34.5294,13.7078,3034.738,4046.6145,1.9846,0.235,0.2362,0.2296,0.247,1256.8969,NaN,332.5296,2.2546,24.1349,1256.8969,0.1241,0.0203,0.0475,11.66737595
Tigana Sur-2,10473.3,Arena Guadalupe,1155453.94,982239.5,9.5254,2.635,1601.681,0.216,NaN,32.6629,13.44,3083.5237,4062.5811,2.0309,0.2354,0.2369,0.2281,0.2515,1160.738,NaN,354.2858,2.254,23.55,1160.738,0.1236,0.0276,0.0636,9.81415914
Tigana Sur-2,10473.9,Arena Guadalupe,1155453.94,982239.5,9.533,2.638,2851.7361,0.228,NaN,34.291,8.66,2841.6289,3789.9084,1.9999,0.2324,0.2334,0.2287,0.2411,897.1459,NaN,349.0752,2.2588,25.0494,897.1459,0.1565,0.0145,0.0342,11.89047885
Tigana Sur-2,10480.8,Arena Guadalupe,1155453.94,982239.5,9.0907,2.634,508.719,0.14,NaN,72.5493,63.1367,125.0733,56.8019,2.1834,0.1132,0.1325,0.1015,0.2193,136.7193,NaN,107.9612,2.4543,28.4878,136.7193,0.3193,0.2407,0.4182,11.62719684
Tigana Sur-2,10483.3,Arena Guadalupe,1155453.94,982239.5,9.1161,2.637,131.558,0.19,NaN,43.2353,37.9,1773.0634,1764.1173,1.9161,0.2109,0.2143,0.1866,0.2684,77.0322,NaN,46.6514,2.2942,22.251,77.0322,0.4942,0.1123,0.2269,3.522434262
Tigana Sur-2,10484.1,Arena Guadalupe,1155453.94,982239.5,9.0189,2.6399,151.0868,0.201,NaN,51.0808,36.11,702.9985,538.3489,2.1326,0.1735,0.1812,0.1509,0.2484,85.696,NaN,49.3287,2.3555,25.2876,85.696,0.4749,0.1544,0.2955,3.422122902
Tigana Sur-2,10486,Arena Guadalupe,1155453.94,982239.5,9.0219,2.638,0.092,0.099,NaN,50.1199,20.1178,210.7315,133.219,2.0918,0.131,0.1456,0.1225,0.2021,86.6629,NaN,60.9791,2.4252,34.1913,86.6629,0.5543,0.1447,0.2804,0.27548348
Tigana Sur-2,10487,Arena Guadalupe,1155453.94,982239.5,8.9549,2.637,90.358,0.14,NaN,29.1705,12.6889,1120.7153,1241.9679,1.9257,0.1948,0.1972,0.1907,0.209,181.281,NaN,126.5954,2.3205,32.7158,181.281,0.4085,0.0241,0.0559,4.900262561
Tigana Sur-2,10487.7,Arena Guadalupe,1155453.94,982239.5,9.0228,2.637,3009.262,0.193,NaN,25.1258,10.73,1168.4692,1314.2958,1.8835,0.1967,0.1987,0.1931,0.2088,307.3854,NaN,211.1608,2.3175,32.6805,307.3854,0.31,0.0205,0.0478,16.3944639
